"ASUS F515EA-EJ1858W Intel Core i7-1165G7/8GB/512GB SSD/15.6""",Asus,F515,Intel Core i7,8,512,SSD,,15.6,No,839
"Gigabyte G5 KF-E3ES313SD Intel Core i5-12500H/16GB/512GB SSD/RTX 4060/15.6""",Gigabyte,G5,Intel Core i5,16,512,SSD,RTX 4060,15.6,No,1109
"HP ChromeBook 14b-na0017ns AMD Ryzen 3 3250C/8GB/128GB SSD/14""",HP,Chromebook,AMD Ryzen 3,8,128,SSD,,14,No,579.01
"Dell Vostro 3510 Intel Core i3-1115G4/8 GB/256GB SSD/15.6""",Dell,Vostro,Intel Core i3,8,256,SSD,,15.6,No,599
"Apple Macbook Air Apple M2/8GB/256GB SSD/GPU Octa Core/13.6"" Plata",Apple,MacBook Air,Apple M2,8,256,SSD,,13.6,No,1519
"ASUS TUF Gaming A15 2023 FA507NV-LP031W AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4060/15.6""",Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4060,15.6,No,1349
"MSI Thin GF63 12UDX-042XES Intel Core i5-12450H/16GB/512GB SSD/RTX 3050/15.6""",MSI,Thin,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,999
"Lenovo Ideapad Gaming 3 Gen 6 Intel Core i5-11320H/16GB/512GB SSD/GTX 1650/15.6""",Lenovo,IdeaPad,Intel Core i5,16,512,SSD,GTX 1650,15.6,No,829.01
"Lenovo Legion 5 15IAH7H Intel Core i7-12700H/16GB/1TB SSD/RTX3060/15.6""",Lenovo,Legion,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,1569.01
"HP 15S-EQ2086NS AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",HP,15S,AMD Ryzen 3,8,512,SSD,,15.6,No,479
"HP Essential 255 G8 AMD 3020e/8GB/256GB SSD/15.6""",HP,255,AMD 3020e,8,256,SSD,,15.6,No,339
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16 GB/512 GB SSD/GTX 1650/15.6""",Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,GTX 1650,15.6,No,779.01
"Medion Akoya E14301 AMD Ryzen 5 3500U/4GB/256GB SSD/14""",Medion,Akoya,AMD Ryzen 5,4,256,SSD,,14,No,499
"ASUS Vivobook 14 F1402ZA-EK610 Intel Core i3-1215U/8GB/256GB SSD/14""",Asus,VivoBook,Intel Core i3,8,256,SSD,,14,No,459
"MSI Modern 14 C12M-077XES Intel Core i7-1255U/16GB/1TB SSD/14""",MSI,Modern,Intel Core i7,16,1000,SSD,,14,No,999
"ASUS ROG Strix G15 G513RM-HQ012 AMD Ryzen 7 6800H/16GB/1TB SSD/RTX3060/15.6""",Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,1899
"MSI Modern 15 B13M-280XES Intel Core i5-1335U/16GB/512GB SSD/15.6""",MSI,Modern,Intel Core i5,16,512,SSD,,15.6,No,819
"HP 15S-eq2091ns AMD Ryzen 7 5700U/12GB/512GB SSD/15.6""",HP,15S,AMD Ryzen 7,12,512,SSD,,15.6,No,749
"Lenovo Ideapad Duet 5 Chromebook Qualcomm Snapdragon 7c/8GB/128GB eMMC/13.3"" Táctil",Lenovo,IdeaPad,Qualcomm Snapdragon 7,8,128,eMMC,,13.3,Yes,599
"Acer Nitro 5 AN515-47-R5K6 AMD Ryzen 5 7535HS/16GB/1TB SSD/RTX 3050Ti/15.6""",Acer,Nitro,AMD Ryzen 5,16,1000,SSD,RTX 3050,15.6,No,1199
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/512 GB SSD/15.6""",Lenovo,V15,Intel Core i3,8,512,SSD,,15.6,No,449
"MSI Prestige 16 Studio A13VF-042XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/16""",MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 4060,16,No,1999
"HP 15S-EQ1158NS AMD 3020e/4GB/128GB SSD/15.6""",HP,15S,AMD 3020e,4,128,SSD,,15.6,No,379
"Lenovo IdeaPad 3 15ITL6 Intel Core i3-1115G4/8GB/256GB SSD/15.6"" Azul",Lenovo,IdeaPad,Intel Core i3,8,256,SSD,,15.6,No,529
"LG Gram 17Z90R-G.AA75B Intel Evo Core i7-1360P/16GB/512GB SSD/17""",LG,Gram,Intel Evo Core i7,16,512,SSD,,17,No,1799
"MSI Prestige 16 Studio A13VE-045XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4050/16""",MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 4050,16,No,1999
"ASUS E410MA-EK1356WS Intel Celeron N4020/4GB/64GB eMMC/14""",Asus,E410,Intel Celeron,4,64,eMMC,,14,No,349
"HP OMEN 17-cm2003ns Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/17.3""",HP,Omen,Intel Core i7,32,1000,SSD,RTX 4060,17.3,No,1799
"Medion Akoya E16401 MD62264 Intel Core i5-1135G7/8GB/512GB SSD/16.1""",Medion,Akoya,Intel Core i5,8,512,SSD,,16.1,No,499
"Lenovo V15 G2 ALC AMD Ryzen 3 5300U/8 GB/256 GB SSD/15.6""",Lenovo,V15,AMD Ryzen 3,8,256,SSD,,15.6,No,399
"ASUS ZenBook 14 OLED UM3402YA-KM512WS AMD Ryzen 7 7730U/16GB/512GB SSD/14""",Asus,ZenBook,AMD Ryzen 7,16,512,SSD,,14,No,1149
"Portátil Alurin Flex Advance Intel Core I5-1155G7 14""",Alurin,Flex Advance,Intel Core i5,8,0,,,14,No,368.7
"Acer Aspire 3 A315-58-32EE Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Acer,Aspire,Intel Core i3,8,512,SSD,,15.6,No,499
"ASUS Chromebook Vibe CX55 Flip CX5501FEA-NA0271 Intel Core i3-1115G4/8GB/256GB SSD/15.6"" Táctil",Asus,Chromebook,Intel Core i3,8,256,SSD,,15.6,Yes,699
"MSI Stealth 17 Studio A13VG-017ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/17.3""",MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,17.3,No,2949
"ASUS Vivobook 17 F1704VA-AU083W Intel Core i5-1335U/16GB/512GB SSD/17.3""",Asus,VivoBook,Intel Core i5,16,512,SSD,,17.3,No,899
"HP Victus 16-e1007ns AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/16.1""",HP,Victus,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,No,1099
"MSI Pulse 17 B13VGK-085XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4070/17.3""",MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 4070,17.3,No,2099
"ASUS ExpertBook B1500CEAE-EJ3535X Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Asus,ExpertBook,Intel Core i7,16,512,SSD,,15.6,No,1049
"Medion Akoya E15301 AMD Ryzen 7 3700U/8 GB/512GB SSD/15.6""",Medion,Akoya,AMD Ryzen 7,8,512,SSD,,15.6,No,499
"ASUS Vivobook 14 F1402ZA-EK611W Intel Core i5-1235U/8GB/512GB SSD/14""",Asus,VivoBook,Intel Core i5,8,512,SSD,,14,No,719.01
"Razer Blade 15 QHD Intel Core i7-12800H/16GB/1TB SSD/RTX 3060/15.6""",Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3060,15.6,No,2799.99
"Apple MacBook Air Apple M1/8GB/256GB SSD/GPU Hepta Core/13.3"" Dorado",Apple,MacBook Air,Apple M1,8,256,SSD,,13.3,No,1219
"ASUS Chromebook CX1700CKA-BX0079 Intel Celeron N4500/8GB/64GB eMMC/17.3""",Asus,Chromebook,Intel Celeron,8,64,eMMC,,17.3,No,429
"ASUS VivoBook F1500EA-BQ2649W Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Asus,VivoBook,Intel Core i3,8,512,SSD,,15.6,No,499
HP Omen 16-b1016ns Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16.1'',HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,No,1599
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16 GB/512GB SSD/RTX3050/15.6""",Lenovo,IdeaPad,AMD Ryzen 7,16,512,SSD,RTX 3050,15.6,No,1079.01
"ASUS ZenBook 14 OLED UM3402YA-KM091 AMD Ryzen 5 5625U/16GB/512GB SSD/14""",Asus,ZenBook,AMD Ryzen 5,16,512,SSD,,14,No,999
"MSI Bravo 15 B5ED-019XES AMD Ryzen 5 5600H/8GB/512GB SSD/RX 6500M/15.6""",MSI,Bravo,AMD Ryzen 5,8,512,SSD,RX 6500M,15.6,No,869
"ASUS TUF Dash F15 FX517ZE-HN050 Intel Core i7-12650H/16GB/512GB SSD/RTX 3050Ti/15.6""",Asus,TUF,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1299
MSI Stealth 15 A13VF-019XES Intel Core i7-13620H/16GB/1TB SSD/RTX 4060/15.6'',MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4060,15.6,No,1799
"MSI Katana GF66 12UE-1202XES Intel Core i7-12650H/16GB/512GB SSD/RTX 3060/15.6""",MSI,Katana,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,1299
"MSI Modern 15 B13M-283ES Intel Core i7-1355U/16GB/1TB SSD/15.6""",MSI,Modern,Intel Core i7,16,1000,SSD,,15.6,No,1169.01
"ASUS Chromebook Vibe CX34 Flip CX3401FBA-N90030 Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",Asus,Chromebook,Intel Core i5,8,256,SSD,,14,Yes,899
"Lenovo ThinkBook 16 G4+ IAP Intel Core i5-1235U/16GB/512GB SSD/16""",Lenovo,ThinkBook,Intel Core i5,16,512,SSD,,16,No,1089
"ASUS ZenBook 14X OLED UM5401QA-L7177 AMD Ryzen 7 5800H/16GB/512GB SSD/14""",Asus,ZenBook,AMD Ryzen 7,16,512,SSD,,14,No,1199
"Gigabyte AERO 16 XE5-73ES938HP Intel Core i7-12700H/16GB/2TB SSD/RTX 3070Ti/16""",Gigabyte,Aero,Intel Core i7,16,2000,SSD,RTX 3070,16,No,2899
"Apple Macbook Air 2023 Apple M2/8GB/256GB SSD/GPU Deca Core/15.3"" Medianoche",Apple,MacBook Air,Apple M2,8,256,SSD,,15.3,No,1599
"Lenovo IdeaPad 3 AMD Ryzen 3 5300U/8GB/256GB SSD/15.6""",Lenovo,IdeaPad,AMD Ryzen 3,8,256,SSD,,15.6,No,499
"Acer Nitro 5 AN515-58-7571 Intel Core i7-12700H/16GB/512GB SSD/RTX 3060/15.6""",Acer,Nitro,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,1499
"MSI Prestige 16 Studio A13VE-046XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4050/16""",MSI,Prestige,Intel Core i7,16,1000,SSD,RTX 4050,16,No,1899
"ASUS ZenBook 13 OLED UX325EA-KG744W Intel Evo Core i7-1165G7/16GB/512GB SSD/13.3""",Asus,ZenBook,Intel Evo Core i7,16,512,SSD,,13.3,No,1199
"MSI Bravo 15 B5ED-018XES AMD Ryzen 7 5800H/16GB/512GB SSD/RX6500M/15.6""",MSI,Bravo,AMD Ryzen 7,16,512,SSD,RX 6500M,15.6,No,999
"ASUS TUF Gaming A15 2023 FA507NU-LP045 AMD Ryzen 7 7735HS/16GB/512GB SSD/RTX 4050/15.6""",Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4050,15.6,No,1139.01
"HP Chromebook 15a-na0000ns Intel Celeron N4500/4GB/64GB eMMC/15.6""",HP,Chromebook,Intel Celeron,4,64,eMMC,,15.6,No,376
"HP OMEN 17-cm2006ns Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/17.3""",HP,Omen,Intel Core i7,32,1000,SSD,RTX 4070,17.3,No,1999
"Lenovo Yoga Slim 7 ProX 14IAH7 Intel Evo Core i5-12500H/16GB/512GB SSD/14.5""",Lenovo,Yoga,Intel Evo Core i5,16,512,SSD,,14.5,No,1529
"ASUS ExpertBook B1 B1500CEAE-BQ2834X Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Asus,ExpertBook,Intel Core i5,16,512,SSD,,15.6,No,799
"MSI Pulse GL76 12UEK-827XES Intel Core i9-12900H/32GB/1TB SSD/RTX 3060/17.3""",MSI,Pulse,Intel Core i9,32,1000,SSD,RTX 3060,17.3,No,1599
"Acer Aspire 5 A515-57-51Q4 Intel Core i5-1235U/8GB/512GB SSD/MX550/15.6""",Acer,Aspire,Intel Core i5,8,512,SSD,MX 550,15.6,No,1209.01
"Lenovo V15 G2 ITL Intel Core i7-1165G7/16 GB/512 GB SSD/15.6""",Lenovo,V15,Intel Core i7,16,512,SSD,,15.6,No,699
"Lenovo ThinkBook 14s Yoga G2 IAP Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",Lenovo,ThinkBook,Intel Core i5,8,256,SSD,,14,Yes,1163.02
"ASUS F1500EA-BQ3074W Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Asus,VivoBook,Intel Core i3,8,512,SSD,,15.6,No,499
"ASUS P1512CEA-EJ0213X Intel Core i5-1135G7/8GB/256GB SSD/15.6""",Asus,ExpertBook,Intel Core i5,8,256,SSD,,15.6,No,609
"ASUS VivoBook Flip TP470EA-EC402W Intel Core i5-1135G7/8GB/512GB SSD/14"" Táctil",Asus,VivoBook,Intel Core i5,8,512,SSD,,14,Yes,899
"Lenovo IdeaPad 5 Pro 14ITL6 Intel Core i7-1165G7/8GB/512GB SSD/14""",Lenovo,IdeaPad,Intel Core i7,8,512,SSD,,14,No,999
"MSI Stealth 14 Studio A13VG-047XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/14""",MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,14,No,2549.01
"MSI Stealth 16 Studio A13VG-036XES Intel Core i7-13700H/32GB/1TB SSD/RTX 4070/16""",MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,16,No,2599.01
"Samsung Galaxy Book2 Pro Intel Core i7-1260P/16GB/512GB SSD/13.3""",Samsung,Galaxy Book,Intel Core i7,16,512,SSD,,13.3,No,1549
"ASUS ExpertBook P1512CEA-EJ0084X Intel Core i7-1165G7/8GB/512GB SSD/15.6""",Asus,ExpertBook,Intel Core i7,8,512,SSD,,15.6,No,849
"MSI Modern 14 C12M-030XES Intel Core i5-1235U/16GB/512GB SSD/14""",MSI,Modern,Intel Core i5,16,512,SSD,,14,No,699
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/256 GB SSD/15.6""",Lenovo,V15,Intel Core i3,8,256,SSD,,15.6,No,345
"Apple Macbook Pro Apple M2/8GB/256GB SSD/GPU Deca Core/13.3"" Gris Espacial",Apple,MacBook Pro,Apple M2,8,256,SSD,,13.3,No,1619
"ASUS TUF Gaming F15 FX507ZU4-LP040 Intel Core i7-12700H/16GB/512GB SSD/RTX 4050/15.6""",Asus,TUF,Intel Core i7,16,512,SSD,RTX 4050,15.6,No,1519.01
"Acer Nitro 5 AN515-45-R6CN AMD Ryzen 7 5800H/32GB/1TB SSD/RTX 3080/15.6""",Acer,Nitro,AMD Ryzen 7,32,1000,SSD,RTX 3080,15.6,No,2299
"Razer Blade 17 QHD 240Hz Intel Core i7-12800H/16GB/1TB SSD/RTX 3060/17.3""",Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3060,17.3,No,3099.99
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/512GB SSD/15.6""",Lenovo,V15,Intel Core i3,8,512,SSD,,15.6,No,479
"HP 250 G9 Intel Core i5-1235U/16GB/512GB SSD/15.6""",HP,250,Intel Core i5,16,512,SSD,,15.6,No,629.01
"Lenovo V15 G2 ALC AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",Lenovo,V15,AMD Ryzen 5,16,512,SSD,,15.6,No,475
"ASUS TUF Gaming F15 FX507ZV4-LP047 Intel Core i7-12700H/16GB/1TB SSD/RTX 4060/15.6""",Asus,TUF,Intel Core i7,16,1000,SSD,RTX 4060,15.6,No,1799
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8 GB/256GB SSD/15.6""",Lenovo,V15,Intel Core i3,8,256,SSD,,15.6,No,449
"Acer Nitro 5 AN515-47-R6UV AMD Ryzen 7 7735HS/16GB/1TB SSD/RTX 3050Ti/15.6""",Acer,Nitro,AMD Ryzen 7,16,1000,SSD,RTX 3050,15.6,No,1299.01
"ASUS TUF Gaming F15 FX507ZV4-LP004 Intel Core i7-12700H/32GB/1TB SSD/RTX 4060/15.6""",Asus,TUF,Intel Core i7,32,1000,SSD,RTX 4060,15.6,No,1999
"Apple Macbook Air Apple M2/8GB/256GB SSD/GPU Octa Core/13.6"" Midnight",Apple,MacBook Air,Apple M2,8,256,SSD,,13.6,No,1519
"HP ChromeBook 14a-na1006ns Intel Celeron N4500/4GB/64GB eMMC/14""",HP,Chromebook,Intel Celeron,4,64,eMMC,,14,No,379
"MSI Creator Z16 HX Studio B13VFTO-034ES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/16"" Táctil",MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4060,16,Yes,2729.01
"Medion Erazer Crawler E30 Intel Core i5-12450H/16GB/512GB SSD/RTX 3050 Ti/15.6""",Medion,Erazer,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,859
"LG Gram 17Z90Q Intel Evo Core i7-1260P/32GB/1TB SSD/17""",LG,Gram,Intel Evo Core i7,32,1000,SSD,,17,No,1809.01
"MSI Pulse 17 B13VFK-072XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4060/17.3""",MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 4060,17.3,No,1899
"HP 255 G8 AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",HP,255,AMD Ryzen 3,8,512,SSD,,15.6,No,388
"Lenovo V15 G2 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",Lenovo,V15,Intel Core i5,8,256,SSD,,15.6,No,499
"Lenovo IdeaPad Gaming 3 15ACH6-381 AMD Ryzen 5 5600H/8GB/512GB SSD/RTX3050/15.6"" (PT)",Lenovo,IdeaPad,AMD Ryzen 5,8,512,SSD,RTX 3050,15.6,No,944.82
"ASUS ROG Strix G16 G614JZ-N3008 Intel Core i7-13650HX/32GB/1TB/RTX 4080/16""",Asus,ROG,Intel Core i7,32,1000,,RTX 4080,16,No,2599.01
"ASUS VivoBook 15 F1500EA-EJ3069W Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Asus,VivoBook,Intel Core i7,16,512,SSD,,15.6,No,909
"MSI Summit E13 Flip Evo A13MT-228ES Intel Evo Core i7-1360P/16GB/1TB SSD/13.4"" Táctil",MSI,Summit,Intel Evo Core i7,16,1000,SSD,,13.4,Yes,1799
"ASUS E410MA-EK1928WS Intel Celeron N4020/4GB/64GB eMMC/14""",Asus,E410,Intel Celeron,4,64,eMMC,,14,No,452
"HP Pavilion 14-dv2004ns Intel Core i5-1235U/16GB/512GB SSD/14""",HP,Pavilion,Intel Core i5,16,512,SSD,,14,No,899.01
"LG Ultra PC 17U70Q-P.AA78B Intel Core i7-1260P/16GB/1TB SSD/RTX 3050Ti/17""",LG,Ultra,Intel Core i7,16,1000,SSD,RTX 3050,17,No,1999
"Lenovo IdeaPad Gaming 3 15IAH7 Intel Core i5-12500H/16 GB/512GB SSD/RTX3050/15.6""",Lenovo,IdeaPad,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1029.01
"Lenovo V15 G2 ITL Intel Core i5-1135G7/8 GB/512GB SSD/15.6""",Lenovo,V15,Intel Core i5,8,512,SSD,,15.6,No,509
"Lenovo V15 G2 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",Lenovo,V15,AMD Ryzen 5,8,512,SSD,,15.6,No,442.99
"MSI Creator Z16 HX Studio B13VETO-047XES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4050/16"" Táctil",MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4050,16,Yes,2499
"Samsung Galaxy Book2 Intel Core i5-1235U/8GB/256GB SSD/15.6"" Negro",Samsung,Galaxy Book,Intel Core i5,8,256,SSD,,15.6,No,849
"Dell Vostro 3510 Intel Core i5-1135G7/8 GB/256GB SSD/15.6""",Dell,Vostro,Intel Core i5,8,256,SSD,,15.6,No,690.15
"ASUS ExpertBook B3 Flip B3402FBA-EC0434X Intel Core i5-1235U/8GB/256GB SSD/14"" Táctil",Asus,ExpertBook,Intel Core i5,8,256,SSD,,14,Yes,1179
"ASUS TUF Gaming A17 FA707XI-HX019 AMD Ryzen 9 7940HS/32GB/1TB SSD/RTX 4070/17.3""",Asus,TUF,AMD Ryzen 9,32,1000,SSD,RTX 4070,17.3,No,1899.01
HP Victus 16-d1040ns Intel Core i7-12700H/32GB/512GB SSD/RTX 3060/16.1'',HP,Victus,Intel Core i7,32,512,SSD,RTX 3060,16.1,No,1499.01
"Asus TUF Gaming A15 FA507RR-HQ008 AMD Ryzen 7 6800H/32GB/1TB SSD/RTX 3070/15.6""",Asus,TUF,AMD Ryzen 7,32,1000,SSD,RTX 3070,15.6,No,1889
"Apple Macbook Air Apple M2/8GB/512GB SSD/GPU Deca Core/13.6"" Blanco Estrella",Apple,MacBook Air,Apple M2,8,512,SSD,,13.6,No,1869
"Lenovo ThinkPad E15 Gen 4 AMD Ryzen 7 5825U/16GB/512GB SSD/15.6""",Lenovo,ThinkPad,AMD Ryzen 7,16,512,SSD,,15.6,No,1129
"MSI Prestige 13 Evo A13M-068ES Intel Evo Core i7-1360P/32GB/1TB SSD/13.3""",MSI,Prestige,Intel Evo Core i7,32,1000,SSD,,13.3,No,1599
"Lenovo Chromebook IdeaPad 3 CB 14IGL05 Intel Celeron N4020/8GB/64GB eMMC/14""",Lenovo,IdeaPad,Intel Celeron,8,64,eMMC,,14,No,391
"HP ProBook 650 G8 Intel Core i5-1135G7/8GB/256GB SSD/15.6""",HP,ProBook,Intel Core i5,8,256,SSD,,15.6,No,709
"Dell Vostro 3520 Intel Core i7-1255U/16GB/512GB SSD/15.6""",Dell,Vostro,Intel Core i7,16,512,SSD,,15.6,No,889
"ASUS ROG Zephyrus G16 2023 GU603VI-N4006 Intel Core i9-13900H/32GB/1TB SSD/RTX 4070/16""",Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16,No,2599
"MSI Modern 15 B5M-017XES AMD Ryzen 7 5825U/16GB/512GB SSD/15.6""",MSI,Modern,AMD Ryzen 7,16,512,SSD,,15.6,No,899
"HP OMEN 16-n0012ns AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050Ti/16.1""",HP,Omen,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,No,1399
"HP ChromeBook 14a-na1009ns Intel Pentium Silver N6000/8GB/128GB eMMC/14""",HP,Chromebook,Intel Pentium,8,128,eMMC,,14,No,458.99
"MSI Creator Z17 HX Studio A13VFT-048ES Intel Core i9-13950HX/32GB/1TB SSD/RTX 4060/17"" Táctil",MSI,Creator,Intel Core i9,32,1000,SSD,RTX 4060,17,Yes,2979.01
"MSI Prestige 14 Evo B13M-276ES Intel Evo Core i7-13700H/16GB/512GB SSD/14""",MSI,Prestige,Intel Evo Core i7,16,512,SSD,,14,No,1399
"HP Pavilion Plus 14-eh0008ns Intel Core i7-1255U/16GB/512GB SSD/RTX 2050/14""",HP,Pavilion,Intel Core i7,16,512,SSD,RTX 2050,14,No,1729.01
"Acer Aspire 3 A314-36P-30XR Intel Core i3-N305/8GB/512GB SSD/14""",Acer,Aspire,Intel Core i3,8,512,SSD,,14,No,599
"MSI Raider GE68HX 13VF-046XES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4060/16""",MSI,Raider,Intel Core i7,32,1000,SSD,RTX 4060,16,No,2499
"Apple Macbook Air 2023 Apple M2/8GB/256GB SSD/GPU Deca Core/15.3"" Gris Espacial",Apple,MacBook Air,Apple M2,8,256,SSD,,15.3,No,1599
"ASUS ROG Strix Scar 16 2023 G634JY-N4013 Intel Core i9-13980HX/32GB/1TB SSD/RTX 4090/16""",Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4090,16,No,3699.01
"Acer Extensa 15 EX215-54-51BK Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Acer,Extensa,Intel Core i5,8,512,SSD,,15.6,No,450
"Acer Aspire 3 A315-58-77EL Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Acer,Aspire,Intel Core i7,16,512,SSD,,15.6,No,749
"Apple MacBook Pro Apple M2 Pro 10 Núcleos/16GB/512GB SSD/14.2"" Gris Espacial",Apple,MacBook Pro,Apple M2 Pro,16,512,SSD,,14.2,No,2209
"MSI Creator M16 B12UDX-688XES Intel Core i7-12650H/16GB/512GB SSD/RTX 3050/16""",MSI,Creator,Intel Core i7,16,512,SSD,RTX 3050,16,No,1399
"Lenovo V15 G2 ALC AMD Ryzen 5 5500U/8 GB/256 GB SSD/15.6""",Lenovo,V15,AMD Ryzen 5,8,256,SSD,,15.6,No,449
"Alurin Flex Intel Core i3-10110U/8GB/512GB SSD/nOS/14""",Alurin,Flex,Intel Core i3,8,512,SSD,,14,No,449.9
"Apple Macbook Air Apple M2/8GB/512GB SSD/GPU Deca Core/13.6"" Gris Espacial",Apple,MacBook Air,Apple M2,8,512,SSD,,13.6,No,1869
"ASUS Chromebook Flip CM1 CM1400FXA-EC0109 3015Ce/8GB/64GB eMMC/14"" Táctil",Asus,Chromebook,Apple M1,8,64,eMMC,,14,Yes,449.01
"Lenovo V15 G2 ITL Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Lenovo,V15,Intel Core i3,8,512,SSD,,15.6,No,419
"MSI Prestige 14 Evo B13M-282ES Intel Evo Core i5-13500H/16GB/512GB SSD/14""",MSI,Prestige,Intel Evo Core i5,16,512,SSD,,14,No,1339.01
"HP EliteBook 840 G3 Intel Core i5-6300U/16GB/512GB SSD/14""",HP,EliteBook,Intel Core i5,16,512,SSD,,14,No,312.83
HP Victus 16-d1030ns Intel Core i7-12700H/16GB/1TB SSD/RTX 3050Ti/16.1'',HP,Victus,Intel Core i7,16,1000,SSD,RTX 3050,16.1,No,1299.01
"HP Pavilion 14-ec0011ns AMD Ryzen 7 5700U/16GB/512GB SSD/14""",HP,Pavilion,AMD Ryzen 7,16,512,SSD,,14,No,899.01
"MSI Creator M16 B13VE-680XES Intel Core i7-13700H/16GB/1TB SSD/RTX 4050/16""",MSI,Creator,Intel Core i7,16,1000,SSD,RTX 4050,16,No,1749
"ASUS ROG Strix Scar 18 2023 G834JY-N5012 Intel Core i9-13980HX/32GB/1TB SSD/RTX 4090/18""",Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4090,18,No,3699.01
"ASUS Zenbook 14 OLED UX3402ZA-KM020W Intel Evo Core i5-1240P/16GB/512GB SSD/14""",Asus,ZenBook,Intel Evo Core i5,16,512,SSD,,14,No,1199
"ASUS Vivobook 17 F1704VA-AU084W Intel Core i7-1355U/16GB/512GB SSD/17.3""",Asus,VivoBook,Intel Core i7,16,512,SSD,,17.3,No,999
"Apple MacBook Air Apple M1/16GB/256GB SSD/GPU Hepta Core/13.3"" Gris Espacial",Apple,MacBook Air,Apple M1,16,256,SSD,,13.3,No,1349
"PcCom Revolt 3060 Intel Core i7-12700H/32GB/500GB SSD/RTX 3060/15.6""",PcCom,Revolt,Intel Core i7,32,500,SSD,RTX 3060,15.6,No,1549
"HP OMEN 16-n0009ns AMD Ryzen 7 6800H/16GB/1TB SSD/RTX 3060/16.1""",HP,Omen,AMD Ryzen 7,16,1000,SSD,RTX 3060,16.1,No,1699.01
